===============================================================================
Id,NIFTYBEES,len,datetime,open,high,low,close,volume,openinterest,Backtest,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
498,NIFTYBEES,498,2015-01-06 23:59:59.999989,841.0,841.0,820.55,823.88,103024.0,820.55,Backtest,498,735604.9999999999,Broker,498,99407.0,100230.88,BuySell,498,,,Trades - Net Profit/Loss,498,,
499,NIFTYBEES,499,2015-01-07 23:59:59.999989,823.5,823.6,815.25,819.95,119418.0,815.25,Backtest,499,735605.9999999999,Broker,499,99407.0,100226.95,BuySell,499,,,Trades - Net Profit/Loss,499,,
500,NIFTYBEES,500,2015-01-08 23:59:59.999989,825.0,832.9,825.0,831.77,27698.0,825.0,Backtest,500,735606.9999999999,Broker,500,99407.0,100238.77,BuySell,500,,,Trades - Net Profit/Loss,500,,
501,NIFTYBEES,501,2015-01-09 23:59:59.999989,831.0,848.0,827.5,836.1,28249.0,827.5,Backtest,501,735607.9999999999,Broker,501,99407.0,100243.1,BuySell,501,,,Trades - Net Profit/Loss,501,,
502,NIFTYBEES,502,2015-01-12 23:59:59.999989,837.5,842.0,830.6,841.18,37451.0,830.6,Backtest,502,735610.9999999999,Broker,502,99407.0,100248.18,BuySell,502,,,Trades - Net Profit/Loss,502,,
503,NIFTYBEES,503,2015-01-13 23:59:59.999989,820.25,844.6,804.1,836.91,17778.0,804.1,Backtest,503,735611.9999999999,Broker,503,99407.0,100243.91,BuySell,503,,,Trades - Net Profit/Loss,503,,
504,NIFTYBEES,504,2015-01-14 23:59:59.999989,837.0,840.0,831.0,835.98,21445.0,831.0,Backtest,504,735612.9999999999,Broker,504,99407.0,100242.98,BuySell,504,,,Trades - Net Profit/Loss,504,,
505,NIFTYBEES,505,2015-01-15 23:59:59.999989,845.9,860.0,841.16,856.63,71271.0,841.16,Backtest,505,735613.9999999999,Broker,505,99407.0,100263.63,BuySell,505,,,Trades - Net Profit/Loss,505,,
506,NIFTYBEES,506,2015-01-16 23:59:59.999989,857.0,864.95,850.1,861.1,31025.0,850.1,Backtest,506,735614.9999999999,Broker,506,99407.0,100268.1,BuySell,506,,,Trades - Net Profit/Loss,506,,
507,NIFTYBEES,507,2015-01-19 23:59:59.999989,861.6,865.0,861.05,862.17,26580.0,861.05,Backtest,507,735617.9999999999,Broker,507,99407.0,100269.17,BuySell,507,,,Trades - Net Profit/Loss,507,,
508,NIFTYBEES,508,2015-01-20 23:59:59.999989,864.0,878.74,864.0,876.28,53784.0,864.0,Backtest,508,735618.9999999999,Broker,508,99407.0,100283.28,BuySell,508,,,Trades - Net Profit/Loss,508,,
509,NIFTYBEES,509,2015-01-21 23:59:59.999989,876.0,882.0,874.15,880.64,47687.0,874.15,Backtest,509,735619.9999999999,Broker,509,99407.0,100287.64,BuySell,509,,,Trades - Net Profit/Loss,509,,
510,NIFTYBEES,510,2015-01-22 23:59:59.999989,880.0,885.0,880.0,883.46,31206.0,880.0,Backtest,510,735620.9999999999,Broker,510,99407.0,100290.46,BuySell,510,,,Trades - Net Profit/Loss,510,,
511,NIFTYBEES,511,2015-01-23 23:59:59.999989,900.0,900.0,888.0,892.02,43441.0,888.0,Backtest,511,735621.9999999999,Broker,511,99407.0,100299.02,BuySell,511,,,Trades - Net Profit/Loss,511,,
512,NIFTYBEES,512,2015-01-27 23:59:59.999989,893.0,899.99,890.0,898.62,37663.0,890.0,Backtest,512,735625.9999999999,Broker,512,99407.0,100305.62,BuySell,512,,,Trades - Net Profit/Loss,512,,
513,NIFTYBEES,513,2015-01-28 23:59:59.999989,897.0,905.5,895.0,897.93,215500.0,895.0,Backtest,513,735626.9999999999,Broker,513,99407.0,100304.93,BuySell,513,,,Trades - Net Profit/Loss,513,,
514,NIFTYBEES,514,2015-01-29 23:59:59.999989,896.95,905.5,892.25,902.19,45591.0,892.25,Backtest,514,735627.9999999999,Broker,514,99407.0,100309.19,BuySell,514,,,Trades - Net Profit/Loss,514,,
515,NIFTYBEES,515,2015-01-30 23:59:59.999989,908.0,908.0,891.2,894.82,93569.0,891.2,Backtest,515,735628.9999999999,Broker,515,99407.0,100301.82,BuySell,515,,,Trades - Net Profit/Loss,515,,
516,NIFTYBEES,516,2015-02-02 23:59:59.999989,895.0,909.0,888.03,891.85,138269.0,888.03,Backtest,516,735631.9999999999,Broker,516,99407.0,100298.85,BuySell,516,,,Trades - Net Profit/Loss,516,,
517,NIFTYBEES,517,2015-02-03 23:59:59.999989,895.15,899.0,885.1,886.5,133704.0,885.1,Backtest,517,735632.9999999999,Broker,517,99407.0,100293.5,BuySell,517,,,Trades - Net Profit/Loss,517,,
518,NIFTYBEES,518,2015-02-04 23:59:59.999989,889.0,890.0,880.26,883.77,27950.0,880.26,Backtest,518,735633.9999999999,Broker,518,99407.0,100290.77,BuySell,518,,,Trades - Net Profit/Loss,518,,
519,NIFTYBEES,519,2015-02-05 23:59:59.999989,880.0,894.0,878.0,882.29,24235.0,878.0,Backtest,519,735634.9999999999,Broker,519,99407.0,100289.29,BuySell,519,,,Trades - Net Profit/Loss,519,,
520,NIFTYBEES,520,2015-02-06 23:59:59.999989,880.85,893.0,876.0,879.95,62276.0,876.0,Backtest,520,735635.9999999999,Broker,520,99407.0,100286.95,BuySell,520,,,Trades - Net Profit/Loss,520,,
521,NIFTYBEES,521,2015-02-09 23:59:59.999989,876.01,876.01,864.01,865.59,192452.0,864.01,Backtest,521,735638.9999999999,Broker,521,99407.0,100272.59,BuySell,521,,,Trades - Net Profit/Loss,521,,
522,NIFTYBEES,522,2015-02-10 23:59:59.999989,862.02,876.89,854.01,868.4,63524.0,854.01,Backtest,522,735639.9999999999,Broker,522,99407.0,100275.4,BuySell,522,,,Trades - Net Profit/Loss,522,,
523,NIFTYBEES,523,2015-02-11 23:59:59.999989,869.15,878.99,869.15,876.65,37837.0,869.15,Backtest,523,735640.9999999999,Broker,523,99407.0,100283.65,BuySell,523,,,Trades - Net Profit/Loss,523,,
524,NIFTYBEES,524,2015-02-12 23:59:59.999989,877.0,884.9,871.25,882.8,28704.0,871.25,Backtest,524,735641.9999999999,Broker,524,99407.0,100289.8,BuySell,524,,,Trades - Net Profit/Loss,524,,
525,NIFTYBEES,525,2015-02-13 23:59:59.999989,882.26,893.4,882.26,890.68,26525.0,882.26,Backtest,525,735642.9999999999,Broker,525,99407.0,100297.68,BuySell,525,,,Trades - Net Profit/Loss,525,,
526,NIFTYBEES,526,2015-02-16 23:59:59.999989,893.0,897.65,890.36,894.86,32255.0,890.36,Backtest,526,735645.9999999999,Broker,526,99407.0,100301.86,BuySell,526,,,Trades - Net Profit/Loss,526,,
527,NIFTYBEES,527,2015-02-18 23:59:59.999989,895.0,900.0,884.15,898.21,55365.0,884.15,Backtest,527,735647.9999999999,Broker,527,99407.0,100305.21,BuySell,527,,,Trades - Net Profit/Loss,527,,
528,NIFTYBEES,528,2015-02-19 23:59:59.999989,897.8,897.8,884.0,894.28,50298.0,884.0,Backtest,528,735648.9999999999,Broker,528,99407.0,100301.28,BuySell,528,,,Trades - Net Profit/Loss,528,,
529,NIFTYBEES,529,2015-02-20 23:59:59.999989,894.0,894.5,887.0,888.55,22279.0,887.0,Backtest,529,735649.9999999999,Broker,529,99407.0,100295.55,BuySell,529,,,Trades - Net Profit/Loss,529,,
530,NIFTYBEES,530,2015-02-23 23:59:59.999989,890.87,892.0,875.0,876.64,48610.0,875.0,Backtest,530,735652.9999999999,Broker,530,99407.0,100283.64,BuySell,530,,,Trades - Net Profit/Loss,530,,
531,NIFTYBEES,531,2015-02-24 23:59:59.999989,882.15,885.25,876.3,880.52,64059.0,876.3,Backtest,531,735653.9999999999,Broker,531,99407.0,100287.52,BuySell,531,,,Trades - Net Profit/Loss,531,,
532,NIFTYBEES,532,2015-02-25 23:59:59.999989,883.6,887.8,877.3,878.45,36032.0,877.3,Backtest,532,735654.9999999999,Broker,532,99407.0,100285.45,BuySell,532,,,Trades - Net Profit/Loss,532,,
533,NIFTYBEES,533,2015-02-26 23:59:59.999989,879.1,883.8,871.5,873.68,50685.0,871.5,Backtest,533,735655.9999999999,Broker,533,99407.0,100280.68,BuySell,533,,,Trades - Net Profit/Loss,533,,
534,NIFTYBEES,534,2015-02-27 23:59:59.999989,878.24,890.0,876.0,888.95,145047.0,876.0,Backtest,534,735656.9999999999,Broker,534,99407.0,100295.95,BuySell,534,,,Trades - Net Profit/Loss,534,,
535,NIFTYBEES,535,2015-02-28 23:59:59.999989,892.0,897.88,880.0,894.44,118684.0,880.0,Backtest,535,735657.9999999999,Broker,535,99407.0,100301.44,BuySell,535,,,Trades - Net Profit/Loss,535,,
536,NIFTYBEES,536,2015-03-02 23:59:59.999989,896.2,902.0,892.62,894.13,70323.0,892.62,Backtest,536,735659.9999999999,Broker,536,99407.0,100301.13,BuySell,536,,,Trades - Net Profit/Loss,536,,
537,NIFTYBEES,537,2015-03-03 23:59:59.999989,895.0,902.88,893.35,901.78,43035.0,893.35,Backtest,537,735660.9999999999,Broker,537,99407.0,100308.78,BuySell,537,,,Trades - Net Profit/Loss,537,,
538,NIFTYBEES,538,2015-03-04 23:59:59.999989,909.32,915.0,890.0,890.97,129542.0,890.0,Backtest,538,735661.9999999999,Broker,538,99407.0,100297.97,BuySell,538,,,Trades - Net Profit/Loss,538,,
539,NIFTYBEES,539,2015-03-05 23:59:59.999989,891.64,898.0,886.0,895.85,29227.0,886.0,Backtest,539,735662.9999999999,Broker,539,99407.0,100302.85,BuySell,539,,,Trades - Net Profit/Loss,539,,
540,NIFTYBEES,540,2015-03-09 23:59:59.999989,895.0,895.85,876.5,877.93,64807.0,876.5,Backtest,540,735666.9999999999,Broker,540,99407.0,100284.93,BuySell,540,,,Trades - Net Profit/Loss,540,,
541,NIFTYBEES,541,2015-03-10 23:59:59.999989,878.0,881.79,871.5,875.56,53601.0,871.5,Backtest,541,735667.9999999999,Broker,541,99407.0,100282.56,BuySell,541,,,Trades - Net Profit/Loss,541,,
542,NIFTYBEES,542,2015-03-11 23:59:59.999989,875.0,880.0,872.6,875.85,111168.0,872.6,Backtest,542,735668.9999999999,Broker,542,99407.0,100282.85,BuySell,542,,,Trades - Net Profit/Loss,542,,
543,NIFTYBEES,543,2015-03-12 23:59:59.999989,876.6,881.9,876.6,880.86,27167.0,876.6,Backtest,543,735669.9999999999,Broker,543,99407.0,100287.86,BuySell,543,,,Trades - Net Profit/Loss,543,,
544,NIFTYBEES,544,2015-03-13 23:59:59.999989,881.15,885.8,865.0,867.79,77742.0,865.0,Backtest,544,735670.9999999999,Broker,544,99407.0,100274.79,BuySell,544,,,Trades - Net Profit/Loss,544,,
545,NIFTYBEES,545,2015-03-16 23:59:59.999989,868.5,870.85,865.5,868.02,30002.0,865.5,Backtest,545,735673.9999999999,Broker,545,99407.0,100275.02,BuySell,545,,,Trades - Net Profit/Loss,545,,
546,NIFTYBEES,546,2015-03-17 23:59:59.999989,869.0,877.0,866.4,874.65,27197.0,866.4,Backtest,546,735674.9999999999,Broker,546,99407.0,100281.65,BuySell,546,,,Trades - Net Profit/Loss,546,,
547,NIFTYBEES,547,2015-03-18 23:59:59.999989,871.55,877.89,870.0,870.97,32468.0,870.0,Backtest,547,735675.9999999999,Broker,547,99407.0,100277.97,BuySell,547,,,Trades - Net Profit/Loss,547,,
548,NIFTYBEES,548,2015-03-19 23:59:59.999989,874.75,881.5,862.0,864.39,48873.0,862.0,Backtest,548,735676.9999999999,Broker,548,99407.0,100271.39,BuySell,548,,,Trades - Net Profit/Loss,548,,
549,NIFTYBEES,549,2015-03-20 23:59:59.999989,865.0,867.0,860.05,862.87,24091.0,860.05,Backtest,549,735677.9999999999,Broker,549,99407.0,100269.87,BuySell,549,,,Trades - Net Profit/Loss,549,,
550,NIFTYBEES,550,2015-03-23 23:59:59.999989,865.0,865.0,858.05,859.57,25551.0,858.05,Backtest,550,735680.9999999999,Broker,550,99407.0,100266.57,BuySell,550,,,Trades - Net Profit/Loss,550,,
551,NIFTYBEES,551,2015-03-24 23:59:59.999989,861.0,867.75,858.05,860.71,27070.0,858.05,Backtest,551,735681.9999999999,Broker,551,99407.0,100267.71,BuySell,551,,,Trades - Net Profit/Loss,551,,
552,NIFTYBEES,552,2015-03-25 23:59:59.999989,861.8,861.9,857.0,858.76,34459.0,857.0,Backtest,552,735682.9999999999,Broker,552,99407.0,100265.76,BuySell,552,,,Trades - Net Profit/Loss,552,,
553,NIFTYBEES,553,2015-03-26 23:59:59.999989,856.7,856.7,841.25,843.22,112507.0,841.25,Backtest,553,735683.9999999999,Broker,553,99407.0,100250.22,BuySell,553,,,Trades - Net Profit/Loss,553,,
554,NIFTYBEES,554,2015-03-27 23:59:59.999989,843.5,847.95,833.15,839.51,126229.0,833.15,Backtest,554,735684.9999999999,Broker,554,99407.0,100246.51,BuySell,554,,,Trades - Net Profit/Loss,554,,
555,NIFTYBEES,555,2015-03-30 23:59:59.999989,844.99,851.99,840.1,850.48,75355.0,840.1,Backtest,555,735687.9999999999,Broker,555,99407.0,100257.48,BuySell,555,,,Trades - Net Profit/Loss,555,,
556,NIFTYBEES,556,2015-03-31 23:59:59.999989,852.0,856.0,847.0,850.78,40321.0,847.0,Backtest,556,735688.9999999999,Broker,556,99407.0,100257.78,BuySell,556,,,Trades - Net Profit/Loss,556,,
557,NIFTYBEES,557,2015-04-01 23:59:59.999989,852.0,861.42,848.0,860.63,34290.0,848.0,Backtest,557,735689.9999999999,Broker,557,99407.0,100267.63,BuySell,557,,,Trades - Net Profit/Loss,557,,
558,NIFTYBEES,558,2015-04-06 23:59:59.999989,862.98,868.65,858.06,867.72,25459.0,858.06,Backtest,558,735694.9999999999,Broker,558,99407.0,100274.72,BuySell,558,,,Trades - Net Profit/Loss,558,,
559,NIFTYBEES,559,2015-04-07 23:59:59.999989,868.65,871.8,860.99,867.9,50039.0,860.99,Backtest,559,735695.9999999999,Broker,559,99407.0,100274.9,BuySell,559,,,Trades - Net Profit/Loss,559,,
560,NIFTYBEES,560,2015-04-08 23:59:59.999989,872.1,874.85,870.02,873.12,28173.0,870.02,Backtest,560,735696.9999999999,Broker,560,99407.0,100280.12,BuySell,560,,,Trades - Net Profit/Loss,560,,
561,NIFTYBEES,561,2015-04-09 23:59:59.999989,874.95,879.55,870.7,878.6,51958.0,870.7,Backtest,561,735697.9999999999,Broker,561,99407.0,100285.6,BuySell,561,,,Trades - Net Profit/Loss,561,,
562,NIFTYBEES,562,2015-04-10 23:59:59.999989,879.0,880.4,875.26,879.75,16606.0,875.26,Backtest,562,735698.9999999999,Broker,562,99407.0,100286.75,BuySell,562,,,Trades - Net Profit/Loss,562,,
563,NIFTYBEES,563,2015-04-13 23:59:59.999989,881.5,885.2,877.95,883.79,34280.0,877.95,Backtest,563,735701.9999999999,Broker,563,99407.0,100290.79,BuySell,563,,,Trades - Net Profit/Loss,563,,
564,NIFTYBEES,564,2015-04-15 23:59:59.999989,885.0,886.7,875.0,877.32,18392.0,875.0,Backtest,564,735703.9999999999,Broker,564,99407.0,100284.32,BuySell,564,,,Trades - Net Profit/Loss,564,,
565,NIFTYBEES,565,2015-04-16 23:59:59.999989,877.35,877.35,869.52,873.36,41335.0,869.52,Backtest,565,735704.9999999999,Broker,565,99407.0,100280.36,BuySell,565,,,Trades - Net Profit/Loss,565,,
566,NIFTYBEES,566,2015-04-17 23:59:59.999989,872.5,872.7,865.0,866.17,62310.0,865.0,Backtest,566,735705.9999999999,Broker,566,99407.0,100273.17,BuySell,566,,,Trades - Net Profit/Loss,566,,
567,NIFTYBEES,567,2015-04-20 23:59:59.999989,865.5,865.5,846.15,848.58,76157.0,846.15,Backtest,567,735708.9999999999,Broker,567,99407.0,100255.58,BuySell,567,,,Trades - Net Profit/Loss,567,,
568,NIFTYBEES,568,2015-04-21 23:59:59.999989,854.0,854.0,840.0,841.98,92922.0,840.0,Backtest,568,735709.9999999999,Broker,568,99407.0,100248.98,BuySell,568,,,Trades - Net Profit/Loss,568,,
569,NIFTYBEES,569,2015-04-22 23:59:59.999989,855.0,855.0,834.3,846.66,84651.0,834.3,Backtest,569,735710.9999999999,Broker,569,99407.0,100253.66,BuySell,569,,,Trades - Net Profit/Loss,569,,
570,NIFTYBEES,570,2015-04-23 23:59:59.999989,840.0,853.0,838.8,841.93,61036.0,838.8,Backtest,570,735711.9999999999,Broker,570,99407.0,100248.93,BuySell,570,,,Trades - Net Profit/Loss,570,,
571,NIFTYBEES,571,2015-04-24 23:59:59.999989,842.0,842.95,830.25,832.62,55738.0,830.25,Backtest,571,735712.9999999999,Broker,571,99407.0,100239.62,BuySell,571,,,Trades - Net Profit/Loss,571,,
572,NIFTYBEES,572,2015-04-27 23:59:59.999989,840.98,841.99,823.0,824.26,83885.0,823.0,Backtest,572,735715.9999999999,Broker,572,99407.0,100231.26,BuySell,572,,,Trades - Net Profit/Loss,572,,
573,NIFTYBEES,573,2015-04-28 23:59:59.999989,824.0,834.5,821.0,831.5,39003.0,821.0,Backtest,573,735716.9999999999,Broker,573,99407.0,100238.5,BuySell,573,,,Trades - Net Profit/Loss,573,,
574,NIFTYBEES,574,2015-04-29 23:59:59.999989,830.6,833.5,824.2,825.77,64122.0,824.2,Backtest,574,735717.9999999999,Broker,574,99407.0,100232.77,BuySell,574,,,Trades - Net Profit/Loss,574,,
575,NIFTYBEES,575,2015-04-30 23:59:59.999989,824.02,825.5,818.07,822.75,160504.0,818.07,Backtest,575,735718.9999999999,Broker,575,99407.0,100229.75,BuySell,575,,,Trades - Net Profit/Loss,575,,
576,NIFTYBEES,576,2015-05-04 23:59:59.999989,828.98,837.75,822.5,835.31,59783.0,822.5,Backtest,576,735722.9999999999,Broker,576,99407.0,100242.31,BuySell,576,,,Trades - Net Profit/Loss,576,,
577,NIFTYBEES,577,2015-05-05 23:59:59.999989,835.31,837.95,830.0,835.31,47337.0,830.0,Backtest,577,735723.9999999999,Broker,577,99407.0,100242.31,BuySell,577,,,Trades - Net Profit/Loss,577,,
578,NIFTYBEES,578,2015-05-06 23:59:59.999989,835.0,835.0,811.2,812.22,198158.0,811.2,Backtest,578,735724.9999999999,Broker,578,99407.0,100219.22,BuySell,578,,,Trades - Net Profit/Loss,578,,
579,NIFTYBEES,579,2015-05-07 23:59:59.999989,810.1,815.01,805.0,812.15,104157.0,805.0,Backtest,579,735725.9999999999,Broker,579,99407.0,100219.15,BuySell,579,,,Trades - Net Profit/Loss,579,,
580,NIFTYBEES,580,2015-05-08 23:59:59.999989,817.98,825.85,815.35,821.6,62131.0,815.35,Backtest,580,735726.9999999999,Broker,580,99407.0,100228.6,BuySell,580,,,Trades - Net Profit/Loss,580,,
581,NIFTYBEES,581,2015-05-11 23:59:59.999989,825.1,835.0,825.1,834.07,56965.0,825.1,Backtest,581,735729.9999999999,Broker,581,99407.0,100241.07,BuySell,581,,,Trades - Net Profit/Loss,581,,
582,NIFTYBEES,582,2015-05-12 23:59:59.999989,833.0,834.5,819.0,819.49,83793.0,819.0,Backtest,582,735730.9999999999,Broker,582,99407.0,100226.49,BuySell,582,,,Trades - Net Profit/Loss,582,,
583,NIFTYBEES,583,2015-05-13 23:59:59.999989,824.5,829.8,815.0,827.7,86437.0,815.0,Backtest,583,735731.9999999999,Broker,583,99407.0,100234.7,BuySell,583,,,Trades - Net Profit/Loss,583,,
584,NIFTYBEES,584,2015-05-14 23:59:59.999989,825.0,829.5,819.95,827.87,29982.0,819.95,Backtest,584,735732.9999999999,Broker,584,99407.0,100234.87,BuySell,584,,,Trades - Net Profit/Loss,584,,
585,NIFTYBEES,585,2015-05-15 23:59:59.999989,825.5,838.0,825.0,833.2,35215.0,825.0,Backtest,585,735733.9999999999,Broker,585,99407.0,100240.2,BuySell,585,,,Trades - Net Profit/Loss,585,,
586,NIFTYBEES,586,2015-05-18 23:59:59.999989,833.0,842.4,830.0,840.68,49191.0,830.0,Backtest,586,735736.9999999999,Broker,586,99407.0,100247.68,BuySell,586,,,Trades - Net Profit/Loss,586,,
587,NIFTYBEES,587,2015-05-19 23:59:59.999989,835.75,845.8,835.0,838.32,98179.0,835.0,Backtest,587,735737.9999999999,Broker,587,99407.0,100245.32,BuySell,587,,,Trades - Net Profit/Loss,587,,
588,NIFTYBEES,588,2015-05-20 23:59:59.999989,836.35,845.99,836.35,843.6,36393.0,836.35,Backtest,588,735738.9999999999,Broker,588,99407.0,100250.6,BuySell,588,,,Trades - Net Profit/Loss,588,,
589,NIFTYBEES,589,2015-05-21 23:59:59.999989,842.45,845.81,840.0,844.52,30410.0,840.0,Backtest,589,735739.9999999999,Broker,589,99407.0,100251.52,BuySell,589,,,Trades - Net Profit/Loss,589,,
590,NIFTYBEES,590,2015-05-22 23:59:59.999989,844.5,850.3,843.59,847.61,46536.0,843.59,Backtest,590,735740.9999999999,Broker,590,99407.0,100254.61,BuySell,590,,,Trades - Net Profit/Loss,590,,
591,NIFTYBEES,591,2015-05-25 23:59:59.999989,846.5,846.5,838.0,840.14,23955.0,838.0,Backtest,591,735743.9999999999,Broker,591,99407.0,100247.14,BuySell,591,,,Trades - Net Profit/Loss,591,,
592,NIFTYBEES,592,2015-05-26 23:59:59.999989,845.3,846.0,834.95,837.51,28100.0,834.95,Backtest,592,735744.9999999999,Broker,592,99407.0,100244.51,BuySell,592,,,Trades - Net Profit/Loss,592,,
593,NIFTYBEES,593,2015-05-27 23:59:59.999989,835.05,836.8,831.0,834.61,24759.0,831.0,Backtest,593,735745.9999999999,Broker,593,99407.0,100241.61,BuySell,593,,,Trades - Net Profit/Loss,593,,
594,NIFTYBEES,594,2015-05-28 23:59:59.999989,834.6,837.79,831.0,834.7,31320.0,831.0,Backtest,594,735746.9999999999,Broker,594,99407.0,100241.7,BuySell,594,,,Trades - Net Profit/Loss,594,,
595,NIFTYBEES,595,2015-05-29 23:59:59.999989,834.5,847.85,834.0,846.45,41230.0,834.0,Backtest,595,735747.9999999999,Broker,595,99407.0,100253.45,BuySell,595,,,Trades - Net Profit/Loss,595,,
596,NIFTYBEES,596,2015-06-01 23:59:59.999989,846.45,849.99,844.55,847.63,22411.0,844.55,Backtest,596,735750.9999999999,Broker,596,99407.0,100254.63,BuySell,596,,,Trades - Net Profit/Loss,596,,
597,NIFTYBEES,597,2015-06-02 23:59:59.999989,847.5,847.5,831.0,836.83,62250.0,831.0,Backtest,597,735751.9999999999,Broker,597,99407.0,100243.83,BuySell,597,,,Trades - Net Profit/Loss,597,,
598,NIFTYBEES,598,2015-06-03 23:59:59.999989,834.0,834.0,818.0,820.0,93306.0,818.0,Backtest,598,735752.9999999999,Broker,598,99407.0,100227.0,BuySell,598,,,Trades - Net Profit/Loss,598,,
599,NIFTYBEES,599,2015-06-04 23:59:59.999989,819.0,821.98,813.04,820.96,51469.0,813.04,Backtest,599,735753.9999999999,Broker,599,99407.0,100227.96,BuySell,599,,,Trades - Net Profit/Loss,599,,
600,NIFTYBEES,600,2015-06-05 23:59:59.999989,820.0,827.25,817.1,818.81,35270.0,817.1,Backtest,600,735754.9999999999,Broker,600,99407.0,100225.81,BuySell,600,,,Trades - Net Profit/Loss,600,,
601,NIFTYBEES,601,2015-06-08 23:59:59.999989,815.8,821.0,805.0,812.93,30801.0,805.0,Backtest,601,735757.9999999999,Broker,601,99407.0,100219.93,BuySell,601,,,Trades - Net Profit/Loss,601,,
602,NIFTYBEES,602,2015-06-09 23:59:59.999989,811.0,813.0,808.3,810.17,49662.0,808.3,Backtest,602,735758.9999999999,Broker,602,99407.0,100217.17,BuySell,602,,,Trades - Net Profit/Loss,602,,
603,NIFTYBEES,603,2015-06-10 23:59:59.999989,809.0,819.39,809.0,817.24,50755.0,809.0,Backtest,603,735759.9999999999,Broker,603,99407.0,100224.24,BuySell,603,,,Trades - Net Profit/Loss,603,,
604,NIFTYBEES,604,2015-06-11 23:59:59.999989,817.15,820.0,803.3,804.66,61456.0,803.3,Backtest,604,735760.9999999999,Broker,604,99407.0,100211.66,BuySell,604,,,Trades - Net Profit/Loss,604,,
605,NIFTYBEES,605,2015-06-12 23:59:59.999989,802.01,806.9,801.01,805.87,39443.0,801.01,Backtest,605,735761.9999999999,Broker,605,99407.0,100212.87,BuySell,605,,,Trades - Net Profit/Loss,605,,
606,NIFTYBEES,606,2015-06-15 23:59:59.999989,801.15,812.51,801.15,810.11,31526.0,801.15,Backtest,606,735764.9999999999,Broker,606,99407.0,100217.11,BuySell,606,,,Trades - Net Profit/Loss,606,,
607,NIFTYBEES,607,2015-06-16 23:59:59.999989,808.0,815.0,804.0,812.2,27084.0,804.0,Backtest,607,735765.9999999999,Broker,607,99407.0,100219.2,BuySell,607,,,Trades - Net Profit/Loss,607,,
608,NIFTYBEES,608,2015-06-17 23:59:59.999989,815.0,818.8,812.11,815.81,32185.0,812.11,Backtest,608,735766.9999999999,Broker,608,99407.0,100222.81,BuySell,608,,,Trades - Net Profit/Loss,608,,
609,NIFTYBEES,609,2015-06-18 23:59:59.999989,815.75,825.0,815.21,824.05,34357.0,815.21,Backtest,609,735767.9999999999,Broker,609,99407.0,100231.05,BuySell,609,,,Trades - Net Profit/Loss,609,,
610,NIFTYBEES,610,2015-06-19 23:59:59.999989,825.0,831.0,825.0,829.75,46438.0,825.0,Backtest,610,735768.9999999999,Broker,610,99407.0,100236.75,BuySell,610,,,Trades - Net Profit/Loss,610,,
611,NIFTYBEES,611,2015-06-22 23:59:59.999989,831.0,841.5,831.0,840.92,64634.0,831.0,Backtest,611,735771.9999999999,Broker,611,99407.0,100247.92,BuySell,611,,,Trades - Net Profit/Loss,611,,
612,NIFTYBEES,612,2015-06-23 23:59:59.999989,841.9,845.0,839.0,843.7,51575.0,839.0,Backtest,612,735772.9999999999,Broker,612,99407.0,100250.7,BuySell,612,,,Trades - Net Profit/Loss,612,,
613,NIFTYBEES,613,2015-06-24 23:59:59.999989,844.6,847.0,839.0,841.63,40758.0,839.0,Backtest,613,735773.9999999999,Broker,613,99407.0,100248.63,BuySell,613,,,Trades - Net Profit/Loss,613,,
614,NIFTYBEES,614,2015-06-25 23:59:59.999989,839.17,847.0,837.85,845.03,33462.0,837.85,Backtest,614,735774.9999999999,Broker,614,99407.0,100252.03,BuySell,614,,,Trades - Net Profit/Loss,614,,
615,NIFTYBEES,615,2015-06-26 23:59:59.999989,844.75,849.0,838.0,845.85,60409.0,838.0,Backtest,615,735775.9999999999,Broker,615,99407.0,100252.85,BuySell,615,,,Trades - Net Profit/Loss,615,,
616,NIFTYBEES,616,2015-06-29 23:59:59.999989,825.0,839.02,825.0,836.74,87825.0,825.0,Backtest,616,735778.9999999999,Broker,616,99407.0,100243.74,BuySell,616,,,Trades - Net Profit/Loss,616,,
617,NIFTYBEES,617,2015-06-30 23:59:59.999989,836.0,844.89,834.85,843.75,24191.0,834.85,Backtest,617,735779.9999999999,Broker,617,99407.0,100250.75,BuySell,617,,,Trades - Net Profit/Loss,617,,
618,NIFTYBEES,618,2015-07-01 23:59:59.999989,844.0,853.6,840.95,852.18,43851.0,840.95,Backtest,618,735780.9999999999,Broker,618,99407.0,100259.18,BuySell,618,,,Trades - Net Profit/Loss,618,,
619,NIFTYBEES,619,2015-07-02 23:59:59.999989,852.05,854.88,848.9,850.38,22595.0,848.9,Backtest,619,735781.9999999999,Broker,619,99407.0,100257.38,BuySell,619,,,Trades - Net Profit/Loss,619,,
620,NIFTYBEES,620,2015-07-03 23:59:59.999989,854.0,855.98,849.15,853.29,43609.0,849.15,Backtest,620,735782.9999999999,Broker,620,99407.0,100260.29,BuySell,620,,,Trades - Net Profit/Loss,620,,
621,NIFTYBEES,621,2015-07-06 23:59:59.999989,847.0,860.0,845.0,858.72,38199.0,845.0,Backtest,621,735785.9999999999,Broker,621,99407.0,100265.72,BuySell,621,,,Trades - Net Profit/Loss,621,,
